Effective Date,Rate Type,Rate (%),1st Percentile (%),25th Percentile (%),75th Percentile (%),99th Percentile (%),Volume ($Billions),Target Rate From (%),Target Rate To (%),Intra Day - Low (%),Intra Day - High (%),Standard Deviation (%),30-Day Average SOFR,90-Day Average SOFR,180-Day Average SOFR,SOFR Index,Revision Indicator (Y/N),Footnote ID
09/19/2024,EFFR,4.83,4.81,4.82,4.84,4.95,90,4.75,5,,,,,,,,,
09/18/2024,EFFR,5.33,5.31,5.32,5.33,5.4,102,5.25,5.5,,,,,,,,,
09/17/2024,EFFR,5.33,5.31,5.32,5.33,5.35,103,5.25,5.5,,,,,,,,,
09/16/2024,EFFR,5.33,5.31,5.32,5.33,5.35,96,5.25,5.5,,,,,,,,,
09/13/2024,EFFR,5.33,5.31,5.32,5.33,5.35,105,5.25,5.5,,,,,,,,,
09/12/2024,EFFR,5.33,5.31,5.32,5.33,5.35,111,5.25,5.5,,,,,,,,,
09/11/2024,EFFR,5.33,5.31,5.32,5.33,5.35,105,5.25,5.5,,,,,,,,,
09/10/2024,EFFR,5.33,5.31,5.32,5.33,5.35,101,5.25,5.5,,,,,,,,,
09/09/2024,EFFR,5.33,5.31,5.32,5.34,5.35,95,5.25,5.5,,,,,,,,,
09/06/2024,EFFR,5.33,5.31,5.32,5.33,5.35,100,5.25,5.5,,,,,,,,,
09/05/2024,EFFR,5.33,5.31,5.32,5.33,5.35,102,5.25,5.5,,,,,,,,,
09/04/2024,EFFR,5.33,5.31,5.32,5.33,5.35,103,5.25,5.5,,,,,,,,,
09/03/2024,EFFR,5.33,5.31,5.32,5.33,5.35,100,5.25,5.5,,,,,,,,,
08/30/2024,EFFR,5.33,5.31,5.32,5.33,5.35,89,5.25,5.5,,,,,,,,,
08/29/2024,EFFR,5.33,5.31,5.32,5.33,5.35,97,5.25,5.5,,,,,,,,,
08/28/2024,EFFR,5.33,5.31,5.32,5.33,5.35,95,5.25,5.5,,,,,,,,,
08/27/2024,EFFR,5.33,5.31,5.32,5.34,5.35,86,5.25,5.5,,,,,,,,,
08/26/2024,EFFR,5.33,5.31,5.32,5.33,5.45,94,5.25,5.5,,,,,,,,,
08/23/2024,EFFR,5.33,5.31,5.32,5.33,5.38,93,5.25,5.5,,,,,,,,,
08/22/2024,EFFR,5.33,5.31,5.32,5.33,5.35,91,5.25,5.5,,,,,,,,,
08/21/2024,EFFR,5.33,5.31,5.32,5.34,5.45,93,5.25,5.5,,,,,,,,,
08/20/2024,EFFR,5.33,5.31,5.32,5.33,5.5,90,5.25,5.5,,,,,,,,,
08/19/2024,EFFR,5.33,5.31,5.32,5.33,5.35,95,5.25,5.5,,,,,,,,,
08/16/2024,EFFR,5.33,5.31,5.32,5.33,5.35,93,5.25,5.5,,,,,,,,,
08/15/2024,EFFR,5.33,5.31,5.32,5.33,5.35,96,5.25,5.5,,,,,,,,,
08/14/2024,EFFR,5.33,5.31,5.32,5.33,5.35,99,5.25,5.5,,,,,,,,,
08/13/2024,EFFR,5.33,5.31,5.32,5.33,5.35,100,5.25,5.5,,,,,,,,,
08/12/2024,EFFR,5.33,5.31,5.32,5.33,5.35,102,5.25,5.5,,,,,,,,,
08/09/2024,EFFR,5.33,5.31,5.32,5.33,5.35,104,5.25,5.5,,,,,,,,,
08/08/2024,EFFR,5.33,5.31,5.32,5.33,5.35,106,5.25,5.5,,,,,,,,,
08/07/2024,EFFR,5.33,5.31,5.32,5.34,5.35,96,5.25,5.5,,,,,,,,,
08/06/2024,EFFR,5.33,5.31,5.32,5.34,5.45,89,5.25,5.5,,,,,,,,,
08/05/2024,EFFR,5.33,5.31,5.32,5.34,5.45,86,5.25,5.5,,,,,,,,,
08/02/2024,EFFR,5.33,5.31,5.32,5.34,5.45,89,5.25,5.5,,,,,,,,,
08/01/2024,EFFR,5.33,5.31,5.32,5.34,5.35,83,5.25,5.5,,,,,,,,,
07/31/2024,EFFR,5.33,5.31,5.32,5.33,5.45,78,5.25,5.5,,,,,,,,,
07/30/2024,EFFR,5.33,5.31,5.32,5.34,5.35,87,5.25,5.5,,,,,,,,,
07/29/2024,EFFR,5.33,5.31,5.32,5.33,5.46,90,5.25,5.5,,,,,,,,,
07/26/2024,EFFR,5.33,5.31,5.32,5.34,5.44,85,5.25,5.5,,,,,,,,,
07/25/2024,EFFR,5.33,5.31,5.32,5.34,5.45,88,5.25,5.5,,,,,,,,,
07/24/2024,EFFR,5.33,5.31,5.32,5.34,5.45,86,5.25,5.5,,,,,,,,,
07/23/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
07/22/2024,EFFR,5.33,5.31,5.32,5.34,5.45,84,5.25,5.5,,,,,,,,,
07/19/2024,EFFR,5.33,5.31,5.32,5.34,5.45,79,5.25,5.5,,,,,,,,,
07/18/2024,EFFR,5.33,5.31,5.32,5.34,5.35,83,5.25,5.5,,,,,,,,,
07/17/2024,EFFR,5.33,5.31,5.33,5.34,5.45,80,5.25,5.5,,,,,,,,,
07/16/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
07/15/2024,EFFR,5.33,5.31,5.32,5.34,5.45,88,5.25,5.5,,,,,,,,,
07/12/2024,EFFR,5.33,5.31,5.32,5.34,5.45,88,5.25,5.5,,,,,,,,,
07/11/2024,EFFR,5.33,5.31,5.32,5.34,5.45,90,5.25,5.5,,,,,,,,,
07/10/2024,EFFR,5.33,5.31,5.32,5.34,5.45,88,5.25,5.5,,,,,,,,,
07/09/2024,EFFR,5.33,5.31,5.32,5.34,5.45,84,5.25,5.5,,,,,,,,,
07/08/2024,EFFR,5.33,5.31,5.32,5.34,5.45,80,5.25,5.5,,,,,,,,,
07/05/2024,EFFR,5.33,5.31,5.32,5.34,5.45,89,5.25,5.5,,,,,,,,,
07/03/2024,EFFR,5.33,5.31,5.32,5.34,5.45,88,5.25,5.5,,,,,,,,,
07/02/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
07/01/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
06/28/2024,EFFR,5.33,5.31,5.32,5.34,5.55,67,5.25,5.5,,,,,,,,,
06/27/2024,EFFR,5.33,5.31,5.32,5.34,5.45,83,5.25,5.5,,,,,,,,,
06/26/2024,EFFR,5.33,5.31,5.32,5.34,5.45,82,5.25,5.5,,,,,,,,,
06/25/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
06/24/2024,EFFR,5.33,5.31,5.32,5.34,5.46,76,5.25,5.5,,,,,,,,,
06/21/2024,EFFR,5.33,5.31,5.32,5.34,5.5,78,5.25,5.5,,,,,,,,,
06/20/2024,EFFR,5.33,5.31,5.32,5.34,5.46,83,5.25,5.5,,,,,,,,,
06/18/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
06/17/2024,EFFR,5.33,5.31,5.32,5.34,5.45,83,5.25,5.5,,,,,,,,,
06/14/2024,EFFR,5.33,5.31,5.32,5.34,5.45,87,5.25,5.5,,,,,,,,,
06/13/2024,EFFR,5.33,5.31,5.32,5.34,5.35,99,5.25,5.5,,,,,,,,,
06/12/2024,EFFR,5.33,5.31,5.32,5.34,5.45,93,5.25,5.5,,,,,,,,,
06/11/2024,EFFR,5.33,5.31,5.32,5.34,5.45,95,5.25,5.5,,,,,,,,,
06/10/2024,EFFR,5.33,5.31,5.32,5.34,5.45,93,5.25,5.5,,,,,,,,,
06/07/2024,EFFR,5.33,5.31,5.32,5.34,5.45,100,5.25,5.5,,,,,,,,,
06/06/2024,EFFR,5.33,5.31,5.32,5.34,5.45,105,5.25,5.5,,,,,,,,,
06/05/2024,EFFR,5.33,5.31,5.32,5.34,5.46,105,5.25,5.5,,,,,,,,,
06/04/2024,EFFR,5.33,5.31,5.32,5.34,5.46,100,5.25,5.5,,,,,,,,,
06/03/2024,EFFR,5.33,5.31,5.32,5.34,5.46,93,5.25,5.5,,,,,,,,,
05/31/2024,EFFR,5.33,5.3,5.32,5.34,5.47,99,5.25,5.5,,,,,,,,,
05/30/2024,EFFR,5.33,5.31,5.32,5.34,5.46,96,5.25,5.5,,,,,,,,,
05/29/2024,EFFR,5.33,5.31,5.32,5.34,5.5,88,5.25,5.5,,,,,,,,,
05/28/2024,EFFR,5.33,5.31,5.32,5.34,5.5,88,5.25,5.5,,,,,,,,,
05/24/2024,EFFR,5.33,5.31,5.32,5.34,5.5,90,5.25,5.5,,,,,,,,,
05/23/2024,EFFR,5.33,5.31,5.32,5.34,5.5,82,5.25,5.5,,,,,,,,,
05/22/2024,EFFR,5.33,5.31,5.33,5.34,5.5,80,5.25,5.5,,,,,,,,,
05/21/2024,EFFR,5.33,5.31,5.33,5.34,5.5,76,5.25,5.5,,,,,,,,,
05/20/2024,EFFR,5.33,5.31,5.32,5.34,5.5,75,5.25,5.5,,,,,,,,,
05/17/2024,EFFR,5.33,5.31,5.32,5.34,5.5,77,5.25,5.5,,,,,,,,,
05/16/2024,EFFR,5.33,5.31,5.32,5.34,5.5,78,5.25,5.5,,,,,,,,,
05/15/2024,EFFR,5.33,5.31,5.33,5.34,5.5,78,5.25,5.5,,,,,,,,,
05/14/2024,EFFR,5.33,5.31,5.33,5.34,5.5,76,5.25,5.5,,,,,,,,,
05/13/2024,EFFR,5.33,5.31,5.33,5.34,5.5,76,5.25,5.5,,,,,,,,,
05/10/2024,EFFR,5.33,5.31,5.32,5.34,5.5,79,5.25,5.5,,,,,,,,,
05/09/2024,EFFR,5.33,5.31,5.32,5.34,5.5,79,5.25,5.5,,,,,,,,,
05/08/2024,EFFR,5.33,5.31,5.32,5.34,5.5,77,5.25,5.5,,,,,,,,,
05/07/2024,EFFR,5.33,5.31,5.32,5.34,5.5,78,5.25,5.5,,,,,,,,,
05/06/2024,EFFR,5.33,5.31,5.32,5.34,5.5,75,5.25,5.5,,,,,,,,,
05/03/2024,EFFR,5.33,5.31,5.32,5.34,5.5,82,5.25,5.5,,,,,,,,,
05/02/2024,EFFR,5.33,5.31,5.32,5.34,5.5,83,5.25,5.5,,,,,,,,,
05/01/2024,EFFR,5.33,5.31,5.32,5.34,5.5,83,5.25,5.5,,,,,,,,,
04/30/2024,EFFR,5.33,5.3,5.32,5.34,5.5,82,5.25,5.5,,,,,,,,,
04/29/2024,EFFR,5.33,5.31,5.32,5.34,5.5,78,5.25,5.5,,,,,,,,,
04/26/2024,EFFR,5.33,5.31,5.32,5.34,5.5,94,5.25,5.5,,,,,,,,,
04/25/2024,EFFR,5.33,5.31,5.32,5.34,5.5,89,5.25,5.5,,,,,,,,,
04/24/2024,EFFR,5.33,5.31,5.33,5.34,5.55,71,5.25,5.5,,,,,,,,,
04/23/2024,EFFR,5.33,5.31,5.32,5.34,5.5,74,5.25,5.5,,,,,,,,,
04/22/2024,EFFR,5.33,5.31,5.32,5.34,5.46,79,5.25,5.5,,,,,,,,,
04/19/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
04/18/2024,EFFR,5.33,5.31,5.32,5.34,5.46,82,5.25,5.5,,,,,,,,,
04/17/2024,EFFR,5.33,5.31,5.32,5.34,5.45,80,5.25,5.5,,,,,,,,,
04/16/2024,EFFR,5.33,5.31,5.32,5.34,5.46,83,5.25,5.5,,,,,,,,,
04/15/2024,EFFR,5.33,5.31,5.33,5.34,5.46,83,5.25,5.5,,,,,,,,,
04/12/2024,EFFR,5.33,5.31,5.32,5.34,5.35,88,5.25,5.5,,,,,,,,,
04/11/2024,EFFR,5.33,5.31,5.32,5.34,5.35,92,5.25,5.5,,,,,,,,,
04/10/2024,EFFR,5.33,5.31,5.33,5.34,5.35,86,5.25,5.5,,,,,,,,,
04/09/2024,EFFR,5.33,5.31,5.33,5.34,5.35,85,5.25,5.5,,,,,,,,,
04/08/2024,EFFR,5.33,5.31,5.33,5.34,5.45,82,5.25,5.5,,,,,,,,,
04/05/2024,EFFR,5.33,5.31,5.32,5.34,5.35,88,5.25,5.5,,,,,,,,,
04/04/2024,EFFR,5.33,5.31,5.32,5.34,5.35,93,5.25,5.5,,,,,,,,,
04/03/2024,EFFR,5.33,5.31,5.32,5.34,5.35,93,5.25,5.5,,,,,,,,,
04/02/2024,EFFR,5.33,5.31,5.32,5.34,5.35,94,5.25,5.5,,,,,,,,,
04/01/2024,EFFR,5.33,5.31,5.32,5.34,5.45,93,5.25,5.5,,,,,,,,,
03/29/2024,EFFR,5.33,5.31,5.33,5.34,5.45,62,5.25,5.5,,,,,,,,,
03/28/2024,EFFR,5.33,5.3,5.33,5.35,5.5,53,5.25,5.5,,,,,,,,,
03/27/2024,EFFR,5.33,5.3,5.32,5.34,5.45,82,5.25,5.5,,,,,,,,,
03/26/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
03/25/2024,EFFR,5.33,5.31,5.32,5.34,5.46,85,5.25,5.5,,,,,,,,,
03/22/2024,EFFR,5.33,5.31,5.32,5.34,5.45,91,5.25,5.5,,,,,,,,,
03/21/2024,EFFR,5.33,5.31,5.32,5.34,5.45,93,5.25,5.5,,,,,,,,,
03/20/2024,EFFR,5.33,5.31,5.32,5.34,5.45,91,5.25,5.5,,,,,,,,,
03/19/2024,EFFR,5.33,5.31,5.32,5.34,5.45,89,5.25,5.5,,,,,,,,,
03/18/2024,EFFR,5.33,5.31,5.32,5.34,5.45,91,5.25,5.5,,,,,,,,,
03/15/2024,EFFR,5.33,5.31,5.32,5.34,5.45,90,5.25,5.5,,,,,,,,,
03/14/2024,EFFR,5.33,5.31,5.32,5.34,5.45,95,5.25,5.5,,,,,,,,,
03/13/2024,EFFR,5.33,5.31,5.32,5.34,5.45,89,5.25,5.5,,,,,,,,,
03/12/2024,EFFR,5.33,5.31,5.32,5.34,5.47,86,5.25,5.5,,,,,,,,,
03/11/2024,EFFR,5.33,5.31,5.32,5.34,5.47,85,5.25,5.5,,,,,,,,,
03/08/2024,EFFR,5.33,5.31,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
03/07/2024,EFFR,5.33,5.31,5.32,5.34,5.35,98,5.25,5.5,,,,,,,,,
03/06/2024,EFFR,5.33,5.31,5.32,5.34,5.47,99,5.25,5.5,,,,,,,,,
03/05/2024,EFFR,5.33,5.31,5.32,5.33,5.4,101,5.25,5.5,,,,,,,,,
03/04/2024,EFFR,5.33,5.31,5.32,5.34,5.4,91,5.25,5.5,,,,,,,,,
03/01/2024,EFFR,5.33,5.31,5.32,5.34,5.47,84,5.25,5.5,,,,,,,,,
02/29/2024,EFFR,5.33,5.3,5.32,5.33,5.47,96,5.25,5.5,,,,,,,,,
02/28/2024,EFFR,5.33,5.31,5.32,5.33,5.45,96,5.25,5.5,,,,,,,,,
02/27/2024,EFFR,5.33,5.31,5.32,5.33,5.47,96,5.25,5.5,,,,,,,,,
02/26/2024,EFFR,5.33,5.31,5.32,5.33,5.47,98,5.25,5.5,,,,,,,,,
02/23/2024,EFFR,5.33,5.31,5.31,5.33,5.4,103,5.25,5.5,,,,,,,,,
02/22/2024,EFFR,5.33,5.31,5.32,5.33,5.4,103,5.25,5.5,,,,,,,,,
02/21/2024,EFFR,5.33,5.31,5.31,5.33,5.45,101,5.25,5.5,,,,,,,,,
02/20/2024,EFFR,5.33,5.31,5.31,5.33,5.45,104,5.25,5.5,,,,,,,,,
02/16/2024,EFFR,5.33,5.31,5.31,5.33,5.4,110,5.25,5.5,,,,,,,,,
02/15/2024,EFFR,5.33,5.31,5.31,5.33,5.42,112,5.25,5.5,,,,,,,,,
02/14/2024,EFFR,5.33,5.31,5.31,5.33,5.4,107,5.25,5.5,,,,,,,,,
02/13/2024,EFFR,5.33,5.31,5.32,5.33,5.4,98,5.25,5.5,,,,,,,,,
02/12/2024,EFFR,5.33,5.31,5.32,5.33,5.35,93,5.25,5.5,,,,,,,,,
02/09/2024,EFFR,5.33,5.31,5.32,5.33,5.35,96,5.25,5.5,,,,,,,,,
02/08/2024,EFFR,5.33,5.31,5.31,5.33,5.4,96,5.25,5.5,,,,,,,,,
02/07/2024,EFFR,5.33,5.31,5.32,5.33,5.45,96,5.25,5.5,,,,,,,,,
02/06/2024,EFFR,5.33,5.31,5.32,5.33,5.45,97,5.25,5.5,,,,,,,,,
02/05/2024,EFFR,5.33,5.31,5.32,5.33,5.5,96,5.25,5.5,,,,,,,,,
02/02/2024,EFFR,5.33,5.31,5.32,5.33,5.5,91,5.25,5.5,,,,,,,,,
02/01/2024,EFFR,5.33,5.31,5.32,5.34,5.5,81,5.25,5.5,,,,,,,,,
01/31/2024,EFFR,5.33,5.3,5.32,5.34,5.5,75,5.25,5.5,,,,,,,,,
01/30/2024,EFFR,5.33,5.31,5.32,5.33,5.5,92,5.25,5.5,,,,,,,,,
01/29/2024,EFFR,5.33,5.31,5.32,5.33,5.45,92,5.25,5.5,,,,,,,,,
01/26/2024,EFFR,5.33,5.3,5.31,5.33,5.45,100,5.25,5.5,,,,,,,,,
01/25/2024,EFFR,5.33,5.3,5.31,5.33,5.45,101,5.25,5.5,,,,,,,,,
01/24/2024,EFFR,5.33,5.3,5.32,5.33,5.45,96,5.25,5.5,,,,,,,,,
01/23/2024,EFFR,5.33,5.31,5.31,5.33,5.45,97,5.25,5.5,,,,,,,,,
01/22/2024,EFFR,5.33,5.31,5.32,5.33,5.45,92,5.25,5.5,,,,,,,,,
01/19/2024,EFFR,5.33,5.31,5.32,5.33,5.45,94,5.25,5.5,,,,,,,,,
01/18/2024,EFFR,5.33,5.31,5.32,5.34,5.45,87,5.25,5.5,,,,,,,,,
01/17/2024,EFFR,5.33,5.3,5.32,5.33,5.4,88,5.25,5.5,,,,,,,,,
01/16/2024,EFFR,5.33,5.3,5.32,5.34,5.45,85,5.25,5.5,,,,,,,,,
01/12/2024,EFFR,5.33,5.3,5.32,5.33,5.4,93,5.25,5.5,,,,,,,,,
01/11/2024,EFFR,5.33,5.3,5.32,5.33,5.4,96,5.25,5.5,,,,,,,,,
01/10/2024,EFFR,5.33,5.3,5.32,5.33,5.45,91,5.25,5.5,,,,,,,,,
01/09/2024,EFFR,5.33,5.3,5.32,5.33,5.45,91,5.25,5.5,,,,,,,,,
01/08/2024,EFFR,5.33,5.3,5.32,5.34,5.45,86,5.25,5.5,,,,,,,,,
01/05/2024,EFFR,5.33,5.3,5.32,5.34,5.45,84,5.25,5.5,,,,,,,,,
01/04/2024,EFFR,5.33,5.3,5.32,5.34,5.48,86,5.25,5.5,,,,,,,,,
01/03/2024,EFFR,5.33,5.3,5.32,5.34,5.48,87,5.25,5.5,,,,,,,,,
01/02/2024,EFFR,5.33,5.3,5.32,5.34,5.5,83,5.25,5.5,,,,,,,,,
12/29/2023,EFFR,5.33,5.31,5.32,5.35,5.55,59,5.25,5.5,,,,,,,,,
12/28/2023,EFFR,5.33,5.3,5.32,5.34,5.5,81,5.25,5.5,,,,,,,,,
12/27/2023,EFFR,5.33,5.3,5.32,5.33,5.5,88,5.25,5.5,,,,,,,,,
12/26/2023,EFFR,5.33,5.3,5.32,5.33,5.5,96,5.25,5.5,,,,,,,,,
12/22/2023,EFFR,5.33,5.3,5.32,5.33,5.4,90,5.25,5.5,,,,,,,,,
12/21/2023,EFFR,5.33,5.3,5.32,5.33,5.45,101,5.25,5.5,,,,,,,,,
12/20/2023,EFFR,5.33,5.3,5.32,5.33,5.4,97,5.25,5.5,,,,,,,,,
12/19/2023,EFFR,5.33,5.3,5.32,5.33,5.4,96,5.25,5.5,,,,,,,,,
12/18/2023,EFFR,5.33,5.3,5.32,5.33,5.45,95,5.25,5.5,,,,,,,,,
12/15/2023,EFFR,5.33,5.3,5.32,5.33,5.4,101,5.25,5.5,,,,,,,,,
12/14/2023,EFFR,5.33,5.3,5.31,5.33,5.35,108,5.25,5.5,,,,,,,,,
12/13/2023,EFFR,5.33,5.3,5.31,5.33,5.45,106,5.25,5.5,,,,,,,,,
12/12/2023,EFFR,5.33,5.3,5.31,5.33,5.44,106,5.25,5.5,,,,,,,,,
12/11/2023,EFFR,5.33,5.3,5.32,5.33,5.45,102,5.25,5.5,,,,,,,,,
12/08/2023,EFFR,5.33,5.3,5.32,5.33,5.45,101,5.25,5.5,,,,,,,,,
12/07/2023,EFFR,5.33,5.3,5.31,5.34,5.45,102,5.25,5.5,,,,,,,,,
12/06/2023,EFFR,5.33,5.3,5.32,5.33,5.45,103,5.25,5.5,,,,,,,,,
12/05/2023,EFFR,5.33,5.3,5.32,5.33,5.45,103,5.25,5.5,,,,,,,,,
12/04/2023,EFFR,5.33,5.3,5.32,5.33,5.45,103,5.25,5.5,,,,,,,,,
12/01/2023,EFFR,5.33,5.3,5.32,5.33,5.44,107,5.25,5.5,,,,,,,,,
11/30/2023,EFFR,5.33,5.3,5.32,5.34,5.5,91,5.25,5.5,,,,,,,,,
11/29/2023,EFFR,5.33,5.3,5.32,5.33,5.5,96,5.25,5.5,,,,,,,,,
11/28/2023,EFFR,5.33,5.3,5.32,5.33,5.5,97,5.25,5.5,,,,,,,,,
11/27/2023,EFFR,5.33,5.3,5.32,5.33,5.5,97,5.25,5.5,,,,,,,,,
11/24/2023,EFFR,5.33,5.3,5.32,5.33,5.5,101,5.25,5.5,,,,,,,,,
11/22/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
11/21/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
11/20/2023,EFFR,5.33,5.3,5.32,5.33,5.5,101,5.25,5.5,,,,,,,,,
11/17/2023,EFFR,5.33,5.3,5.32,5.33,5.5,98,5.25,5.5,,,,,,,,,
11/16/2023,EFFR,5.33,5.3,5.32,5.33,5.5,99,5.25,5.5,,,,,,,,,
11/15/2023,EFFR,5.33,5.3,5.32,5.33,5.5,96,5.25,5.5,,,,,,,,,
11/14/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
11/13/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
11/10/2023,EFFR,5.33,5.3,5.32,5.33,5.5,106,5.25,5.5,,,,,,,,,
11/09/2023,EFFR,5.33,5.3,5.32,5.33,5.5,105,5.25,5.5,,,,,,,,,
11/08/2023,EFFR,5.33,5.3,5.32,5.33,5.5,101,5.25,5.5,,,,,,,,,
11/07/2023,EFFR,5.33,5.3,5.32,5.33,5.53,104,5.25,5.5,,,,,,,,,
11/06/2023,EFFR,5.33,5.3,5.32,5.33,5.5,101,5.25,5.5,,,,,,,,,
11/03/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
11/02/2023,EFFR,5.33,5.3,5.32,5.33,5.55,99,5.25,5.5,,,,,,,,,
11/01/2023,EFFR,5.33,5.3,5.32,5.34,5.53,92,5.25,5.5,,,,,,,,,
10/31/2023,EFFR,5.33,5.3,5.32,5.34,5.55,86,5.25,5.5,,,,,,,,,
10/30/2023,EFFR,5.33,5.3,5.32,5.33,5.5,97,5.25,5.5,,,,,,,,,
10/27/2023,EFFR,5.33,5.3,5.32,5.34,5.55,94,5.25,5.5,,,,,,,,,
10/26/2023,EFFR,5.33,5.3,5.32,5.34,5.5,100,5.25,5.5,,,,,,,,,
10/25/2023,EFFR,5.33,5.3,5.32,5.34,5.55,93,5.25,5.5,,,,,,,,,
10/24/2023,EFFR,5.33,5.3,5.32,5.34,5.55,83,5.25,5.5,,,,,,,,,
10/23/2023,EFFR,5.33,5.3,5.32,5.34,5.55,88,5.25,5.5,,,,,,,,,
10/20/2023,EFFR,5.33,5.3,5.32,5.34,5.55,87,5.25,5.5,,,,,,,,,
10/19/2023,EFFR,5.33,5.3,5.32,5.34,5.55,90,5.25,5.5,,,,,,,,,
10/18/2023,EFFR,5.33,5.3,5.32,5.34,5.55,89,5.25,5.5,,,,,,,,,
10/17/2023,EFFR,5.33,5.3,5.32,5.34,5.55,93,5.25,5.5,,,,,,,,,
10/16/2023,EFFR,5.33,5.3,5.32,5.34,5.55,96,5.25,5.5,,,,,,,,,
10/13/2023,EFFR,5.33,5.3,5.32,5.33,5.5,99,5.25,5.5,,,,,,,,,
10/12/2023,EFFR,5.33,5.3,5.32,5.33,5.53,103,5.25,5.5,,,,,,,,,
10/11/2023,EFFR,5.33,5.3,5.32,5.34,5.55,94,5.25,5.5,,,,,,,,,
10/10/2023,EFFR,5.33,5.3,5.32,5.34,5.55,95,5.25,5.5,,,,,,,,,
10/06/2023,EFFR,5.33,5.3,5.32,5.33,5.53,100,5.25,5.5,,,,,,,,,
10/05/2023,EFFR,5.33,5.3,5.32,5.34,5.55,102,5.25,5.5,,,,,,,,,
10/04/2023,EFFR,5.33,5.3,5.32,5.34,5.53,103,5.25,5.5,,,,,,,,,
10/03/2023,EFFR,5.33,5.3,5.32,5.34,5.55,94,5.25,5.5,,,,,,,,,
10/02/2023,EFFR,5.33,5.3,5.32,5.34,5.55,89,5.25,5.5,,,,,,,,,
09/29/2023,EFFR,5.33,5.3,5.32,5.34,5.55,86,5.25,5.5,,,,,,,,,
09/28/2023,EFFR,5.33,5.3,5.32,5.34,5.44,104,5.25,5.5,,,,,,,,,
09/27/2023,EFFR,5.33,5.3,5.32,5.34,5.55,99,5.25,5.5,,,,,,,,,
09/26/2023,EFFR,5.33,5.3,5.32,5.34,5.55,96,5.25,5.5,,,,,,,,,
09/25/2023,EFFR,5.33,5.3,5.32,5.34,5.55,93,5.25,5.5,,,,,,,,,
09/22/2023,EFFR,5.33,5.3,5.32,5.34,5.55,94,5.25,5.5,,,,,,,,,
09/21/2023,EFFR,5.33,5.3,5.32,5.34,5.55,87,5.25,5.5,,,,,,,,,
09/20/2023,EFFR,5.33,5.3,5.32,5.34,5.55,89,5.25,5.5,,,,,,,,,
09/19/2023,EFFR,5.33,5.3,5.32,5.34,5.55,90,5.25,5.5,,,,,,,,,
09/18/2023,EFFR,5.33,5.3,5.32,5.34,5.53,94,5.25,5.5,,,,,,,,,
09/15/2023,EFFR,5.33,5.3,5.32,5.33,5.5,96,5.25,5.5,,,,,,,,,
09/14/2023,EFFR,5.33,5.3,5.32,5.34,5.55,92,5.25,5.5,,,,,,,,,
09/13/2023,EFFR,5.33,5.3,5.32,5.33,5.55,104,5.25,5.5,,,,,,,,,
09/12/2023,EFFR,5.33,5.3,5.32,5.33,5.5,108,5.25,5.5,,,,,,,,,
09/11/2023,EFFR,5.33,5.3,5.32,5.33,5.5,105,5.25,5.5,,,,,,,,,
09/08/2023,EFFR,5.33,5.3,5.32,5.33,5.5,104,5.25,5.5,,,,,,,,,
09/07/2023,EFFR,5.33,5.3,5.32,5.33,5.5,105,5.25,5.5,,,,,,,,,
09/06/2023,EFFR,5.33,5.3,5.32,5.33,5.5,100,5.25,5.5,,,,,,,,,
09/05/2023,EFFR,5.33,5.3,5.32,5.33,5.5,102,5.25,5.5,,,,,,,,,
09/01/2023,EFFR,5.33,5.3,5.32,5.34,5.5,104,5.25,5.5,,,,,,,,,
08/31/2023,EFFR,5.33,5.3,5.32,5.33,5.5,97,5.25,5.5,,,,,,,,,
08/30/2023,EFFR,5.33,5.3,5.32,5.33,5.5,100,5.25,5.5,,,,,,,,,
08/29/2023,EFFR,5.33,5.3,5.32,5.33,5.55,102,5.25,5.5,,,,,,,,,
08/28/2023,EFFR,5.33,5.3,5.31,5.33,5.5,107,5.25,5.5,,,,,,,,,
08/25/2023,EFFR,5.33,5.3,5.32,5.33,5.5,103,5.25,5.5,,,,,,,,,
08/24/2023,EFFR,5.33,5.3,5.32,5.33,5.5,105,5.25,5.5,,,,,,,,,
08/23/2023,EFFR,5.33,5.3,5.32,5.33,5.55,105,5.25,5.5,,,,,,,,,
